doi,url,author,year,title,articleType,sourceTitle,base,abstract,keywords
10.1145/3341162.3349336,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3341162.3349336,"Wei, Peter and Shi, Haocong and Yang, Jiaying and Qian, Jingyi and Ji, Yinan and Jiang, Xiaofan",2019,City-Scale Vehicle Tracking and Traffic Flow Estimation Using Low Frame-Rate Traffic Cameras,inproceedings,Adjunct Proceedings of the 2019 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2019 ACM International Symposium on Wearable Computers,acm,"Vehicle flow estimation has many potential smart cities and transportation applications. Many cities have existing camera networks which broadcast image feeds; however, the resolution and frame-rate are too low for existing computer vision algorithms to accurately estimate flow. In this work, we present a computer vision and deep learning framework for vehicle tracking. We demonstrate a novel tracking pipeline which enables accurate flow estimates in a range of environments under low resolution and frame-rate constraints. We demonstrate that our system is able to track vehicles in New York City's traffic camera video feeds at 1 Hz or lower frame-rate, and produces higher traffic flow accuracy than popular open source tracking frameworks.",computer vision; real-time systems; traffic flow
10.1145/3414752.3414800,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3414752.3414800,"Huang, Qibao and Huang, Yiqi",2020,The Significance of Urban Cockpit for Urban Brain Construction,inproceedings,"2020 The 11th International Conference on E-Business, Management and Economics",acm,"The urban cockpit will comprehensively perceive and process all kinds of data in the city operation, establish the data chassis of the smart city, objectively, comprehensively and multi dimensionally display the operation situation of the city, and carry out early warning, prediction and scientific disposal of outstanding problems and emergencies in the city operation. Moreover, in the near future, with the introduction and use of 5G, artificial intelligence, big data, data Luan Sheng and edge computing in the city brain project, the city cockpit will also give the city managers and visitors a better and more beautiful feeling in the display effect (such as immersion and three-dimensional), thus accelerating the promotion and landing of the city brain project and promoting social governance Intelligent and professional, improve the level of comprehensive city governance, and change the transformation and upgrading of the city from extensive to precise and refined.",Data; Urban cockpit; Urban brain
10.1145/3410670.3410862,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3410670.3410862,"Ceccarini, Chiara and Delnevo, Giovanni and Prandi, Catia",2020,FruGar: Exploiting Deep Learning and Crowdsourcing for Frugal Gardening,inproceedings,Proceedings of the 1st Workshop on Experiences with the Design and Implementation of Frugal Smart Objects,acm,"To make smart cities more sustainable, and technologies and smart services accessible to a broader range of people, the frugal innovation paradigm comes in handy. In such a scenario, an interesting issue to investigate is gardening (both home and community gardening), considered a possibility toward sustainable development and environmental resilience. Following this line of thought, in this paper, we present our system, called FruGar (frugal gardening), designed and developed to facilitate casual citizens while gardening. In particular, our approach takes advantage of machine learning and crowdsourcing to provide casual citizens with a frugal tool for plant disease detection.",convolutional neural network; plant disease identification; web application
,,"DeLong, Suzanne and Tolk, Andreas",2021,Sustainable Computing and Simulation: A Literature Survey,inproceedings,Proceedings of the Winter Simulation Conference,acm,"Smart technologies are everywhere and the creation of a smart world, from smart devices to smart cities is rapidly growing to potentially improve quality of life. Businesses, governments, and individual users of smart technology expect a level of service and access to data that is achieved through data and supercomputing centers. These centers potentially consume vast amounts of power and their continued growth may be unsustainable and contribute to greenhouse gasses. As smart technologies rely heavily on such computational capabilities their sustainability is pivotal for a smart future. This paper explores the literature to: identify the problems; categorize the challenges as well as possible solutions; explore how simulation and machine learning can improve computational sustainability; and consider the need to conduct trade-off analysis to determine when to apply simulation and machine learning benefits. A taxonomy for sustainable computing is presented for future research.",
10.1145/3398329.3398338,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3398329.3398338,"Dong, Zhongxu and Abdulghani, Amir M. and Imran, Muhammad A. and Abbasi, Qammer H.",2020,Artificial Intelligence Enabled Smart Refrigeration Management System Using Internet of Things Framework,inproceedings,"Proceedings of the 2020 International Conference on Computing, Networks and Internet of Things",acm,"Design of an intelligent refrigeration management system using artificial intelligence and Internet of Things (IoT) technology is presented in this paper. This system collects the real-time temperature inside the refrigeration implement, record the information of products and enhance function of refrigerators through the application of Internet of Things technology to facilitate people in managing their refrigerated and frozen groceries smartly. The proposed system is divided into two parts, On-board sub-system and Internet based sub-system. An Arduino Leonardo board is used in onboard sub-system to control other components including low power machine vision OpenMV module, temperature &amp; Humidity sensor, and GY-302 light intensity sensor. OpenMV camera module is used for recognizing types of food, reading barcodes and OCR (optical character recognition) through convolution neural network (CNN) algorithm and tesseract-ocr. The food type identification model is trained by the deep learning framework Caffe. GY-302 light intensity sensor works as a switch of camera module. DHT11 sensor is used to monitor the environmental information inside the freezer. The internet based sub-system works on the things network. It saves the information and uploads it from onboard sub-system and works as an interface to food suppliers. The system demonstrates that the combination of existing everyday utility systems and latest Artificial Intelligence (AI) and Internet of Things (IoT) technologies could help develop smarter applications and devices.",Internet of Things (IoT); Smart City; Machine Vision; Artificial Intelligence (AI); The Things Network; Smart Home Application; Convolution Neural Network
10.1145/3286978.3286991,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3286978.3286991,"Ning, Xiaodong and Yao, Lina and Wang, Xianzhi and Benatallah, Boualem and Salim, Flora and Haghighi, Pari Delir",2018,Predicting Citywide Passenger Demand via Reinforcement Learning from Spatio-Temporal Dynamics,inproceedings,"Proceedings of the 15th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",acm,"The global urbanization imposes unprecedented pressure on urban infrastructure and public resources. The population explosion has made it challenging to satisfy the daily needs of urban residents. 'Smart City' is a solution that utilizes different types of data collection sensors to help manage assets and resources intelligently and more efficiently. Under the Smart City umbrella, the primary research initiative in improving the efficiency of car-hailing services is to predict the citywide passenger demand to address the imbalance between the demand and supply. However, predicting the passenger demand requires analysis on various data such as historical passenger demand, crowd outflow, and weather information, and it remains challenging to discover the latent relationships among these data. To address this challenge, we propose to improve the passenger demand prediction via learning the salient spatial-temporal dynamics within a reinforcement learning framework. Our model employs an information selection mechanism to focus on the most distinctive data in historical observations. This mechanism can automatically adjust the information zone according to the prediction performance to find the optimal choice. It also ensures the prediction model to take full advantage of the available data by introducing the positive and excluding the negative correlations. We have conducted experiments on a large-scale real-world dataset that covers 1.5 million people in a major city in China. The results show our model outperforms state-of-the-art and a series of baselines by a large margin.",Reinforcement Learning; passenger demand prediction; spatial-temporal dynamics
10.1145/3453187.3453401,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3453187.3453401,"Liang, Shurong and Xie, Xiaolan and Cheng, Xiaochun and Tao, Xiaohua",2020,Random Forest Parameter Optimization Method Based on Fireworks Algorithm,inproceedings,"Proceedings of the 2020 3rd International Conference on E-Business, Information Management and Computer Science",acm,"The construction of a smart city needs to be supported by good machine learning methods, random forest is a kind of technology which has been widely applied in dealing with regression or classification problems. The difficult points to be solved include how to set random forest parameters. The number of subtrees and samples will affect the performance of the algorithm to a great extent. This paper proposes a forest parameter optimization method based on firework algorithm (FWA-RF). By using its explosion, mutation and selection mechanisms, the parameters are adjusted in self-adaptive man-ner to avoid falling into a local optimal state. Through the comparative experiments on 15 UCI databases, the accuracy of the improved algorithm is higher than that of the original RF classification by 1.55% to 26.67%, and is superior to decision tree, Bagging, Adaboost as well as RF based on genetic algorithm. The results indicate that this method can effectively find the range of effective adjustment parameters, make parameter optimization and adjustment easier, and provide technical support for the creation of smart city.",Random Forest; Ensemble learning; Mutation strategy; Explosion strategy; Parameter setting; Firework Algorithm
10.1145/3396956.3396965,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3396956.3396965,"K. Liu, Helen and Tang, Muhchyun and Chen, Kuang-Hua",2020,Public Decision Making: Connecting Artificial Intelligence and Crowds,inproceedings,The 21st Annual International Conference on Digital Government Research,acm,"The recent breakthrough of artificial intelligence, as well as the wide adoption of the wisdom of the crowd, also known as collective intelligence, across sectors, has received attention and excitement across disciplines. In addition to the scientific breakthrough, recent public sector studies recognize AI's potential contributions in public services, such as big data for decision making, the development of smart cities, and social and health care. Studies have also recognized crowdsourcing's potential for service provisions, innovation, information generation, and policymaking. However, we have only a limited understanding of the connections between these two types of intelligence and adoption conditions to properly utilize them for the public sector. To understand what roles AI and crowds can play in enhancing public services and policymaking, we adopt a bibliometric analysis to identify emerging themes and interconnections between these two streams of literature. Our study provides key themes and significance for each cluster. Our first examination of AI and crowd literature regarding connection to public values, complementary in public decision making, as well as future potential for joint adoption by governments provides some implications for future considerations.",Coword analysis; Crowdsourcing; Literature-based discovery; Public sector; Artificial intelligence
10.1145/3302509.3313784,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3302509.3313784,"Jang, Kathy and Vinitsky, Eugene and Chalaki, Behdad and Remer, Ben and Beaver, Logan and Malikopoulos, Andreas A. and Bayen, Alexandre",2019,Simulation to Scaled City: Zero-Shot Policy Transfer for Traffic Control via Autonomous Vehicles,inproceedings,Proceedings of the 10th ACM/IEEE International Conference on Cyber-Physical Systems,acm,"Using deep reinforcement learning, we successfully train a set of two autonomous vehicles to lead a fleet of vehicles onto a round-about and then transfer this policy from simulation to a scaled city without fine-tuning. We use Flow, a library for deep reinforcement learning in microsimulators, to train two policies, (1) a policy with noise injected into the state and action space and (2) a policy without any injected noise. In simulation, the autonomous vehicles learn an emergent metering behavior for both policies which allows smooth merging. We then directly transfer this policy without any tuning to the University of Delaware's Scaled Smart City (UDSSC), a 1:25 scale testbed for connected and automated vehicles. We characterize the performance of the transferred policy based on how thoroughly the ramp metering behavior is captured in UDSSC. We show that the noise-free policy results in severe slowdowns and only, occasionally, it exhibits acceptable metering behavior. On the other hand, the noise-injected policy consistently performs an acceptable metering behavior, implying that the noise eventually aids with the zero-shot policy transfer. Finally, the transferred, noise-injected policy leads to a 5% reduction of average travel time and a reduction of 22% in maximum travel time in the UDSSC. Videos of the proposed self-learning controllers can be found at https://sites.google.com/view/iccps-policy-transfer.",reinforcement learning; deep learning; control theory; cyber-physical systems; autonomous vehicles; policy transfer
10.1145/3437120.3437329,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3437120.3437329,"Stavrou, Vasilis and Papakyriakopoulos, Dimitris",2020,Smart Retail: Efficient in-Store Localization Using Ensemble Classifiers,inproceedings,24th Pan-Hellenic Conference on Informatics,acm,"Smart retail is an important concept in smart cities, due to its potential to deliver competitive advantage to companies. As the retail sector is moving beyond locating products, in-store tracking technologies are used to deliver better services to consumers and acquire insights regarding their behavioral patterns. Retail stores are challenging environments with multiple sources of noise (e.g., shoppers’ moving) that impede indoor localization and there are settings with new requirements that should be further examined. This paper has developed and deployed a low-energy Bluetooth Low Energy (BLE) beacon-based indoor positioning system that utilizes machine learning to improve its accuracy, enabling retailers to offer more effective customer location-based services and improve decision making in retailing.",
10.1145/3339311.3339342,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3339311.3339342,"Verma, Shveta and Bala, Anju",2019,A Review: Intelligent Load Prediction Techniques for CloudIoT,inproceedings,Proceedings of the Third International Conference on Advanced Informatics for Computing Research,acm,"Cloud Computing technology has intense effects for delivery of various internet based applications that can strongly influence today's life. CloudIoT provides on demand storage, infrastructure and processing capability for the deployment of smart controls, e-health, smart cities, concurrent engineering applications, etc. So, due to the intrinsic nature and dynamic demand of resources, intelligent techniques need to be reviewed for above said applications in CloudIoT. Therefore, in this paper, intelligent load prediction techniques such as time-series forecasting techniques and machine learning have been reviewed in terms of load prediction by deliberating the state-of-the-art. This review would also be useful for proactive prediction of resources as per the applications deployment.",time-series forecasting; load prediction; internet of things (IoT); cloud computing; machine learning
10.1145/3321408.3321586,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3321408.3321586,"Han, Yiwen and Li, Ding and Qi, Haotian and Ren, Jianji and Wang, Xiaofei",2019,Federated Learning-Based Computation Offloading Optimization in Edge Computing-Supported Internet of Things,inproceedings,Proceedings of the ACM Turing Celebration Conference - China,acm,"Recent visualizations of smart cities, factories, healthcare system and etc. raise challenges on the capability and connectivity of massive Internet of Things (IoT) devices. Hence, edge computing is emerged to complement these capability-constrained devices with an idea offloading intensive computation tasks from them to edge nodes. By taking advantage of this feature, IoT devices are able to conserve more energy and still maintain the quality of services they shall provide. Nevertheless, computation offloading decisions concern joint and complex resource management and should be determined in real time facing dynamic workloads and radio environment. Therefore, in this work, we use multiple Deep Reinforcement Learning (DRL) agents deployed on IoT devices to instruct the decision making of themselves. On the other hand, Federated Learning is utilized to train DRL agents in a distributed fashion, aiming to make the DRL-based decision making practical and further decrease the transmission cost between IoT devices and Edge Nodes. Experimental results corroborate the effectiveness of both the DRL and Federated Learning in the dynamic IoT system.",edge computing; computation offloading; federated learning; IoT
