doi,url,author,year,title,articleType,sourceTitle,base,abstract,keywords
10.1145/3486611.3491126,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3486611.3491126,"Nagy, Zoltan and Park, June Young and Drgona, Jan and Quintana, Matias",2021,The Second ACM SIGEnergy Workshop on Reinforcement Learning for Energy Management in Buildings &amp; Cities (RLEM),inproceedings,"Proceedings of the 8th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation",ACM,"This is the second edition of the ACM SIGEnergy Workshop for Reinforcement Learning for Energy Management in Buildings and Cities (RLEM). RLEM brings together researchers and industry practitioners for the advancement of (deep) reinforcement learning (RL) in the built environment as it is applied for managing energy in civil infrastructure systems (energy, water, transportation).",energy; reinforcement learning
10.1145/2820783.2820851,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/2820783.2820851,"Zhu, Yi and Newsam, Shawn",2015,Land Use Classification Using Convolutional Neural Networks Applied to Ground-Level Images,inproceedings,Proceedings of the 23rd SIGSPATIAL International Conference on Advances in Geographic Information Systems,ACM,"Land use mapping is a fundamental yet challenging task in geographic science. In contrast to land cover mapping, it is generally not possible using overhead imagery. The recent, explosive growth of online geo-referenced photo collections suggests an alternate approach to geographic knowledge discovery. In this work, we present a general framework that uses ground-level images from Flickr for land use mapping.Our approach benefits from several novel aspects. First, we address the nosiness of the online photo collections, such as imprecise geolocation and uneven spatial distribution, by performing location and indoor/outdoor filtering, and semi-supervised dataset augmentation. Our indoor/outdoor classifier achieves state-of-the-art performance on several benchmark datasets and approaches human-level accuracy. Second, we utilize high-level semantic image features extracted using deep learning, specifically convolutional neural networks, which allow us to achieve upwards of 76% accuracy on a challenging eight class land use mapping problem.",convolutional neural networks; indoor/outdoor image classification; geo-referenced images; land use classification
10.1145/3127540.3127577,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3127540.3127577,"Al Qathrady, Mimonah and Helmy, Ahmed",2017,Improving BLE Distance Estimation and Classification Using TX Power and Machine Learning: A Comparative Analysis,inproceedings,"Proceedings of the 20th ACM International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",ACM,"Distance estimation and proximity classification techniques are essential for numerous IoT applications and in providing efficient services in smart cities. Bluetooth Low Energy (BLE) is designed for IoT devices, and its received signal strength indicator (RSSI) has been used in distance and proximity estimation, though they are noisy and unreliable. In this study, we leverage the BLE TX power level in BLE models.We adopt a comparative analysis framework that utilizes our extensive data library of measurements. It considers commonly used state-of-the-art model, in addition to our data-driven proposed approach. The RSSI and TX power are integrated into several parametric models such as log shadowing and Android Beacon library models, and machine learning models such as linear regression, decision trees, random forests and neural networks. Specific mobile apps are developed for the study experiment. We have collected more than 1.8 millions of BLE records between encounters with various distances that range from 0.5 to 22 meters in an indoor environment. Interestingly, considering TX power when estimating the distance reduced the mean errors by up to 46% in parametric models and by up to 35% in machine learning models. Also, the proximity classification accuracy increased by up to 103% and 70% in parametric and machine learning models, respectively. This work is one of the first studies (if not the first) that analyze in depth the TX power variations in improving the distance estimation and classification.",proximity classification; iot; distance estimation; ble
10.1145/3463944.3469101,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3463944.3469101,"Anh Khoa, Tran and The Truong, Dinh Nguyen and Dang, Duc N. M.",2021,Cross-Modal Deep Neural Networks Based Smartphone Authentication for Intelligent Things System,inproceedings,Proceedings of the 2021 Workshop on Intelligent Cross-Data Analysis and Retrieval,ACM,"Nowadays, identity authentication technology, including biometric identification features such as iris and fingerprints, plays an essential role in the safety of intelligent devices. However, it cannot implement real-time and continuous identification of user identity. This paper presents a framework for user authentication from motion signals such as accelerometers and gyroscope signals powered received from smartphones. The proposed innovation scheme including i) a data preprocessing, ii) a novel feature extraction and authentication scheme based on a cross-modal deep neural network by applying a time-distributed Convolutional Neural Network (CNN), and Long Short-Term Memory (LSTM) models. The experimental results of the proposed scheme show the advantage of our approach against methods.",long short-term memory; cross-modal; feature extraction; convolutional neural network; identify authetication
10.1145/3093742.3095103,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3093742.3095103,"Mayer, Christian and Mayer, Ruben and Abdo, Majd",2017,StreamLearner: Distributed Incremental Machine Learning on Event Streams: Grand Challenge,inproceedings,Proceedings of the 11th ACM International Conference on Distributed and Event-Based Systems,ACM,"Today, massive amounts of streaming data from smart devices need to be analyzed automatically to realize the Internet of Things. The Complex Event Processing (CEP) paradigm promises low-latency pattern detection on event streams. However, CEP systems need to be extended with Machine Learning (ML) capabilities such as online training and inference in order to be able to detect fuzzy patterns (e.g. outliers) and to improve pattern recognition accuracy during runtime using incremental model training. In this paper, we propose a distributed CEP system denoted as StreamLearner for ML-enabled complex event detection. The proposed programming model and data-parallel system architecture enable a wide range of real-world applications and allow for dynamically scaling up and out system resources for low-latency, high-throughput event processing. We show that the DEBS Grand Challenge 2017 case study (i.e., anomaly detection in smart factories) integrates seamlessly into the StreamLearner API. Our experiments verify scalability and high event throughput of StreamLearner.",Machine Learning; Complex Event Processing; Stream Processing
10.1145/3358695.3361840,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3358695.3361840,"Anthopoulos, Leonidas and Choon, Soon Ae",2019,Web4City 2019 Chairs’ Welcome,inproceedings,IEEE/WIC/ACM International Conference on Web Intelligence - Companion Volume,ACM,"It is our great pleasure to welcome you to the Web4City 2019 1st International Workshop on Web Intelligence and Smart Cities. Web4City emphasizes on the contribution of artificial intelligence (AI) and especially web intelligence in smart cities. Specifically, the focus is on the emerging role of intelligence that transforms the smart services to adaptive and self-evolving ones, which deal with the usual smart city challenges like local growth, quality of life's improvement, efficiency and climate change etc. Issues like local growth evolve with AI and Industry 4.0; transportation transforms with autonomous vehicles and platform-based services; environment is continuously being monitored; living is being supported by numerous types of smart services that can transform with AI (e.g., e-learning, e-banking, e-commerce, e-tourism etc.); people interact with the machines; while governance transforms to real-time government.Our call received 7 articles from Europe and Asia, which followed a peer review process regarding their relevance, quality, and novelty and 3 full and 1 short paper were selected. Review and acceptance statistics are as follows:The beginning of this half-day event contains the following talk: Then, a panel of presenters covers topics with regard to: We expect that you will find Web4City's program interesting, which will enable you to learn and share ideas with other researchers and practitioners from institutions around the world.",machine learning; smart services; Smart city; web intelligence; artificial intelligence
10.1145/3485730.3493695,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3485730.3493695,"Hekmati, Arvin and Grippo, Eugenio and Krishnamachari, Bhaskar",2021,Large-Scale Urban IoT Activity Data for DDoS Attack Emulation,inproceedings,Proceedings of the 19th ACM Conference on Embedded Networked Sensor Systems,ACM,"As IoT deployments grow in scale for applications such as smart cities, they face increasing cyber-security threats. In particular, as evidenced by the famous Mirai incident and other ongoing threats, large-scale IoT device networks are particularly susceptible to being hijacked and used as botnets to launch distributed denial of service (DDoS) attacks. Real large-scale datasets are needed to train and evaluate the use of machine learning algorithms such as deep neural networks to detect and defend against such DDoS attacks. We present a dataset from an urban IoT deployment of 4060 nodes describing their spatio-temporal activity under benign conditions. We also provide a synthetic DDoS attack generator that injects attack activity into the dataset based on tunable parameters such as number of nodes attacked and duration of attack. We discuss some of the features of the dataset. We also demonstrate the utility of the dataset as well as our synthetic DDoS attack generator by using them for the training and evaluation of a simple multi-label feed-forward neural network that aims to identify which nodes are under attack and when.",neural networks; machine learning; datasets; botnet; DDoS attacks
10.1145/3356395.3365544,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3356395.3365544,"Anastasiou, Chrysovalantis and Lin, Jianfa and He, Chaoyang and Chiang, Yao-Yi and Shahabi, Cyrus",2019,ADMSv2: A Modern Architecture for Transportation Data Management and Analysis,inproceedings,Proceedings of the 2nd ACM SIGSPATIAL International Workshop on Advances on Resilient and Intelligent Cities,ACM,"This paper presents ADMSv2, an end-to-end data-driven system that enables real-time and historical data analytics and machine learning tasks over big, streaming, spatiotemporal data. ADMSv2 employs a unified multi-layered architecture that integrates several open-source frameworks to collect, store, manage, and analyze a variety of data sources, including massive traffic sensor data, bus trajectory data, transportation network data, and traffic incidents data. ADMSv2 enables numerous applications in intelligent transportation, urban planning, public policy, and emergency response, all of which are critical for city resilience. Here, we demonstrate three application scenarios running on top of ADMSv2 to showcase the efficiency of its capabilities of query processing on real-world streaming and historical data as well as real-time data analysis using deep learning for traffic forecasting.",analytics; smart city; transportation; datasets; neural networks
10.1145/3364544.3364830,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3364544.3364830,"Colace, Francesco and De Santo, Massimo and Lombardi, Marco and Santaniello, Domenico",2019,CHARS: A Cultural Heritage Adaptive Recommender System,inproceedings,Proceedings of the 1st ACM International Workshop on Technology Enablers and Innovative Applications for Smart Cities and Communities,ACM,"One of the most significative resource of a territory is represented by the Cultural Heritage (CH). CH may be seen as one of the scenarios where new technologies, for example adaptive systems able to promote services, can provide more interesting contributions and relevant information.The aim of this paper is to introduce a methodology to design a chatbot based on a Context-Aware System able to recommends contents and services according to context and users' profile.A first prototype able to support tourists during a visit to Paestum Archeological Park was developed with aim to test the proposed architecture. The first experimental results are encouraging and show the potentiality of the proposed methodology.",e-Tourism; Recommender System; Natural Language Processing; Smart City; Context-Aware Computing
10.1145/3132847.3133146,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3132847.3133146,"Garcia, Felan Carlo C. and Macabebe, Erees Queen B.",2017,Inferring Appliance Energy Usage from Smart Meters Using Fully Convolutional Encoder Decoder Networks,inproceedings,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,ACM,"Energy management presents one of the principal sustainability challenges within urban centers given that they account for 75% of the energy consumption worldwide. In the context of a smart city framework, the use of intelligent urban systems provides a key opportunity in addressing the energy sustainability issue as an informatics problem where the goal is to deliver energy usage feedback to the users as a means of enabling behavioral change towards energy sustainability. In this paper we present a method to provide appliance energy usage feedback from smart meters using energy disaggregation. We put energy disaggregation in the context of a source separation and signal reconstruction problem in which we train a fully convolutional encoder decoder network to separate appliance energy usage from aggregate whole house electricity consumption data. The results show that the proposed fully convolutional encoder decoder model can achieve competitive accuracy compared with several state-of-the-art methods.",smart city; deep learning; ambient intelligence; energy management; energy disaggregation
10.1145/3363347.3363360,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3363347.3363360,"Pasandi, Hannaneh Barahouei and Nadeem, Tamer",2019,Collaborative Intelligent Cross-Camera Video Analytics at Edge: Opportunities and Challenges,inproceedings,Proceedings of the First International Workshop on Challenges in Artificial Intelligence and Machine Learning for Internet of Things,ACM,"Nowadays, video cameras are deployed in large scale for spatial monitoring of physical places (e.g., surveillance systems in the context of smart cities). The massive camera deployment, however, presents new challenges for analyzing the enormous data, as the cost of high computational overhead of sophisticated deep learning techniques imposes a prohibitive overhead, in terms of energy consumption and processing throughput, on such resource-constrained edge devices. To address these limitations, this paper envisions a collaborative intelligent cross-camera video analytics paradigm at the network edge in which camera nodes adjust their pipelines (e.g., inference) to incorporate correlated observations and shared knowledge from other nodes' contents. By harassing redundant spatio-temporal to reduce the size of the inference search space in one hand, and intelligent collaboration between video nodes on the other, we discuss how such collaborative paradigm can considerably improve accuracy, reduce latency and decrease communication bandwidth compared to non-collaborative baselines. This paper also describes major opportunities and challenges in realizing such a paradigm.",Machine Learning; Collaborative Video Analytics; Cognitive Edge; Spatio-temporal Correlations
10.1145/3372278.3390722,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3372278.3390722,"Aslam, Asra and Curry, Edward",2020,Reducing Response Time for Multimedia Event Processing Using Domain Adaptation,inproceedings,Proceedings of the 2020 International Conference on Multimedia Retrieval,ACM,"The Internet of Multimedia Things (IoMT) is an emerging concept due to the large amount of multimedia data produced by sensing devices. Existing event-based systems mainly focus on scalar data, and multimedia event-based solutions are domain-specific. Multiple applications may require handling of numerous known/unknown concepts which may belong to the same/different domains with an unbounded vocabulary. Although deep neural network-based techniques are effective for image recognition, the limitation of having to train classifiers for unseen concepts will lead to an increase in the overall response-time for users. Since it is not practical to have all trained classifiers available, it is necessary to address the problem of training of classifiers on demand for unbounded vocabulary. By exploiting transfer learning based techniques, evaluations showed that the proposed framework can answer within ~0.01 min to ~30 min of response-time with accuracy ranges from 95.14% to 98.53%, even when all subscriptions are new/unknown.",machine learning; multimedia stream processing; transfer learning; online training; event-based systems; internet of multimedia things; domain adaptation; smart cities; object detection
10.1145/3297662.3365801,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3297662.3365801,"Seffih, Hosni and Lamolle, Myriam and Pradelles, Aur\'{e}lie and Fluhr, Christian and Chouchou, Ayoub",2019,A New Smart Citizen-Centered Transportation Application without GPS,inproceedings,Proceedings of the 11th International Conference on Management of Digital EcoSystems,ACM,"The smart city concept is a very recent one, that, nevertheless, has already been implemented in several cities around the world. The satisfactory results are encouraging more and more cities to focus on this concept. Given this trend, it can be anticipated that many more urban areas will follow a smart city roadmap. When participating in the Setif (Algeria) Start-ups Fair in November 2018, we noted a strong interest on the part of investors and local authorities in optimizing the efficiency of Setif management and services, and in enhancing related connections with its citizens. [3]. Setif is a student city with 60,000 students spread across three university campuses (Ferhat-Abbas University -- Setif 1 / Mohamed-Lamine-Debaghine - Setif 2 / ElBez University Setif 3).[2]In this paper, we will discuss how an ordinary city can move towards being a smart city, regardless of its socio-economic environment. First, we will explore the smart city concept. Then we will provide examples of cities actively pursuing smart city strategies. Therefore, in order to propose a low-cost application, we rely on the collaboration of the inhabitants of, what we call, the smart citizen-centered city. This proof of concept transport application will be for use in Setif and will show how it is possible to adopt smart city strategies despite the lack of sophisticated systems based on open data, sensor networks, etc.",Datamining; NLP; Smart community; Smart city; Smart transport
10.1145/3056540.3076207,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3056540.3076207,"Mitsopoulou, Ellen and Kalogeraki, Vana",2017,Efficient Parking Allocation for SmartCities,inproceedings,Proceedings of the 10th International Conference on PErvasive Technologies Related to Assistive Environments,ACM,"The lack of parking spaces in large urban cities is responsible for a series of problems such as traffic congestion, air pollution and social anxiety. A promising approach to alleviate those effects is harnessing contributions from the human crowd equipped with mobile phones to find available and affordable parking spaces. In this work we propose a crowdsourcing system that aims to find the most suitable parking options for users in a smart city. We have developed ParkMatch, our algorithm deployed in our crowdsourcing system, that unlike existing approaches where a large unfiltered number of parking possibilities is given to the users, it provides the most appropriate set of results suitable to the user needs. Through experimental evaluation in our simulation model, we show the effectiveness and benefits of our approach.",Parking; Smart Cities; Mobile Crowdsourcing
10.1145/2996913.2996978,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/2996913.2996978,"Zhu, Yi and Newsam, Shawn",2016,Spatio-Temporal Sentiment Hotspot Detection Using Geotagged Photos,inproceedings,Proceedings of the 24th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,ACM,We perform spatio-temporal analysis of public sentiment using geotagged photo collections. We develop a deep learning-based classifier that predicts the emotion conveyed by an image. This allows us to associate sentiment with place. We perform spatial hotspot detection and show that different emotions have distinct spatial distributions that match expectations. We also perform temporal analysis using the capture time of the photos. Our spatio-temporal hotspot detection correctly identifies emerging concentrations of specific emotions and year-by-year analyses of select locations show there are strong temporal correlations between the predicted emotions and known events.,emotion recognition; deep learning; geotagged photos; hotspot detection; spatio-temporal geographic analysis
10.1145/3126858.3131585,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3126858.3131585,"Lecomte, Gabriel and Hipolito, Vin\'{\i}cius and Batista, Bruno G. and Kuehne, Bruno T. and Filho, Dion\'{\i}sio M. Leite and Martins, Jos\'{e} A.C. and Peixoto, Maycon L.M.",2017,Gap Filling of Missing Streaming Data in a Network of Intelligent Surveillance Cameras,inproceedings,Proceedings of the 23rd Brazillian Symposium on Multimedia and the Web,ACM,"The growth of video surveillance devices increases the rate of streaming data. However, even working in the Fog Computing environment, these smart devices may fail collecting information, producing missing or invalid data. This issue can affect the user quality of experience, because the PTZ-controller may lose the target object tracking. Therefore, this paper presents the Singular Spectrum Analysis - (SSA), as the method to replace missing values in this complex environment of intelligent surveillance cameras. SSA is characterized within time series field by performing a non-parametric spectral estimation with spatial-temporal correlations. The values not correctly monitored, were estimated by SSA with accuracy, allowing the tracking of a suspect object.",smart-city; gap-filling; smart surveillance; fog computing; machine-learning; workload characterization
10.1145/3465480.3467837,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3465480.3467837,"Nguyen-Duc, Manh and Le-Tuan, Anh and Hauswirth, Manfred and Le-Phuoc, Danh",2021,Towards Autonomous Semantic Stream Fusion for Distributed Video Streams,inproceedings,Proceedings of the 15th ACM International Conference on Distributed and Event-Based Systems,ACM,"Video streams are becoming ubiquitous in smart cities and traffic monitoring. Recent advances in computer vision with deep neural networks enable querying a rich set of visual features from these video streams. However, it is challenging to deploy these queries on edge devices due to the resource intensive nature of the computing operations of this sort. Hence, this paper will demonstrate our approach in pushing these computing operations closer to the video stream sources via autonomous stream fusion agents. These agents will facilitate an edge computing paradigm that enables edge devices to utilize its computing resources to serve federated queries over video streams. Our demonstration shows that edge devices can significantly alleviate the bottleneck of the centralized server in dealing with distributed video streams.",gaze detection; neural networks; datasets; text tagging
10.1145/3288599.3299753,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3288599.3299753,"Khochare, Aakash and Simmhan, Yogesh",2019,A Scalable and Composable Analytics Platform for Distributed Wide-Area Tracking,inproceedings,Proceedings of the 20th International Conference on Distributed Computing and Networking,ACM,"Smart cities are a manifestation of the Internet of Things (IoT). The push for smart cities has led to the proliferation of video cameras in public spaces [1]. London is expected to deploy 642,000 cameras by 2020. These cameras will be used primarily for surveillance of the city for urban safety. At the same time, such smart city deployments have also seen edge and fog computing paradigms gain preference over the cloud-only computing model [2]. This is due to the network proximity of the edge and fog devices to the data sources, offering lower latency access to data and lower bandwidth requirements to push high volume data, such as video streams, to the cloud.",
