doi,url,author,year,title,articleType,sourceTitle,base,abstract,keywords
10.3390/agronomy11091818,https://www.mdpi.com/2073-4395/11/9/1818,"Lytridis, Chris and Kaburlasos, Vassilis G. and Pachidis, Theodore and Manios, Michalis and Vrochidou, Eleni and Kalampokas, Theofanis and Chatzistamatis, Stamatis",2021,An Overview of Cooperative Robotics in Agriculture,article,Agronomy,MDPI,"Agricultural robotics has been a popular subject in recent years from an academic as well as a commercial point of view. This is because agricultural robotics addresses critical issues such as seasonal shortages in manual labor, e.g., during harvest, as well as the increasing concern regarding environmentally friendly practices. On one hand, several individual agricultural robots have already been developed for specific tasks (e.g., for monitoring, spraying, harvesting, transport, etc.) with varying degrees of effectiveness. On the other hand, the use of cooperative teams of agricultural robots in farming tasks is not as widespread; yet, it is an emerging trend. This paper presents a comprehensive overview of the work carried out so far in the area of cooperative agricultural robotics and identifies the state-of-the-art. This paper also outlines challenges to be addressed in fully automating agricultural production; the latter is promising for sustaining an increasingly vast human population, especially in cases of pandemics such as the recent COVID-19 pandemic.",agricultural robots; agriculture 4.0/5.0; cooperative robots; farming automation
10.3390/plants10101977,https://www.mdpi.com/2223-7747/10/10/1977,"Yee-Rendon, Arturo and Torres-Pacheco, Irineo and Trujillo-Lopez, Angelica Sarahy and Romero-Bringas, Karen Paola and Millan-Almaraz, Jesus Roberto",2021,Analysis of New RGB Vegetation Indices for PHYVV and TMV Identification in JalapeÃ±o Pepper (Capsicum annuum) Leaves Using CNNs-Based Model,article,Plants,MDPI,"Recently, deep-learning techniques have become the foundations for many breakthroughs in the automated identification of plant diseases. In the agricultural sector, many recent visual-computer approaches use deep-learning models. In this approach, a novel predictive analytics methodology to identify Tobacco Mosaic Virus (TMV) and Pepper Huasteco Yellow Vein Virus (PHYVV) visual symptoms on JalapeÃ±o pepper (Capsicum annuum L.) leaves by using image-processing and deep-learning classification models is presented. The proposed image-processing approach is based on the utilization of Normalized Red-Blue Vegetation Index (NRBVI) and Normalized Green-Blue Vegetation Index (NGBVI) as new RGB-based vegetation indices, and its subsequent Jet pallet colored version NRBVI-Jet NGBVI-Jet as pre-processing algorithms. Furthermore, four standard pre-trained deep-learning architectures, Visual Geometry Group-16 (VGG-16), Xception, Inception v3, and MobileNet v2, were implemented for classification purposes. The objective of this methodology was to find the most accurate combination of vegetation index pre-processing algorithms and pre-trained deep- learning classification models. Transfer learning was applied to fine tune the pre-trained deep- learning models and data augmentation was also applied to prevent the models from overfitting. The performance of the models was evaluated using Top-1 accuracy, precision, recall, and F1-score using test data. The results showed that the best model was an Xception-based model that uses the NGBVI dataset. This model reached an average Top-1 test accuracy of 98.3%. A complete analysis of the different vegetation index representations using models based on deep-learning architectures is presented along with the study of the learning curves of these deep-learning models during the training phase.",deep learning; vegetation index; plant viruses; transfer learning; data augmentation
https://doi.org/10.1016/j.jmsy.2021.07.023,https://www.sciencedirect.com/science/article/pii/S0278612521001606,Yanen Wang and Ammar Ahmed and Ali Azam and Du Bing and Zhang Shan and Zutao Zhang and Muhammad Kashif Tariq and Jakiya Sultana and Ray Tahir Mushtaq and Asad Mehboob and Chen Xiaohu and Mudassar Rehman,2021,Applications of additive manufacturing (AM) in sustainable energy generation and battle against COVID-19 pandemic: The knowledge evolution of 3D printing,article,Journal of Manufacturing Systems,ScienceDirect,"Sustainable and cleaner manufacturing systems have found broad applications in industrial processes, especially aerospace, automotive and power generation. Conventional manufacturing methods are highly unsustainable regarding carbon emissions, energy consumption, material wastage, costly shipment and complex supply management. Besides, during global COVID-19 pandemic, advanced fabrication and management strategies were extremely required to fulfill the shortfall of basic and medical emergency supplies. Three-dimensional printing (3DP) reduces global energy consumption and CO2 emissions related to industrial manufacturing. Various renewable energy harvesting mechanisms utilizing solar, wind, tidal and human potential have been fabricated through additive manufacturing. 3D printing aided the manufacturing companies in combating the deficiencies of medical healthcare devices for patients and professionals globally. In this regard, 3D printed medical face shields, respiratory masks, personal protective equipment, PLA-based recyclable air filtration masks, additively manufactured ideal tissue models and new information technology (IT) based rapid manufacturing are some significant contributions of 3DP. Furthermore, a bibliometric study of 3D printing research was conducted in CiteSpace. The most influential keywords and latest research frontiers were found and the 3DP knowledge was categorized into 10 diverse research themes. The potential challenges incurred by AM industry during the pandemic were categorized in terms of design, safety, manufacturing, certification and legal issues. Significantly, this study highlights the versatile role of 3DP in battle against COVID-19 pandemic and provides up-to-date research frontiers, leading the readers to focus on the current hurdles encountered by AM industry, henceforth conduct further investigations to enhance 3DP technology.",3D printing; Sustainability; COVID-19; Pandemic; Research frontiers
10.3390/ijerph182010765,https://www.mdpi.com/1660-4601/18/20/10765,"Leite, Gleidson Sobreira and Albuquerque, Adriano Bessa and Pinheiro, PlÃ¡cido Rogerio",2021,Applications of Technological Solutions in Primary Ways of Preventing Transmission of Respiratory Infectious Diseasesâ€”A Systematic Literature Review,article,International Journal of Environmental Research and Public Health,MDPI,"With the growing concern about the spread of new respiratory infectious diseases, several studies involving the application of technology in the prevention of these diseases have been carried out. Among these studies, it is worth highlighting the importance of those focused on the primary forms of prevention, such as social distancing, mask usage, quarantine, among others. This importance arises because, from the emergence of a new disease to the production of immunizers, preventive actions must be taken to reduce contamination and fatalities rates. Despite the considerable number of studies, no records of works aimed at the identification, registration, selection, and rigorous analysis and synthesis of the literature were found. For this purpose, this paper presents a systematic review of the literature on the application of technological solutions in the primary ways of respiratory infectious diseases transmission prevention. From the 1139 initially retrieved, 219 papers were selected for data extraction, analysis, and synthesis according to predefined inclusion and exclusion criteria. Results enabled the identification of a general categorization of application domains, as well as mapping of the adopted support mechanisms. Findings showed a greater trend in studies related to pandemic planning and, among the support mechanisms adopted, data and mathematical application-related solutions received greater attention. Topics for further research and improvement were also identified such as the need for a better description of data analysis and evidence.",healthcare; infectious disease; information technology; literature review; transmission prevention
10.3390/bdcc5040053,https://www.mdpi.com/2504-2289/5/4/53,"Jamil, Sonain and Rahman, MuhibUr and Haider, Amir",2021,Bag of Features (BoF) Based Deep Learning Framework for Bleached Corals Detection,article,Big Data and Cognitive Computing,MDPI,"Coral reefs are the sub-aqueous calcium carbonate structures collected by the invertebrates known as corals. The charm and beauty of coral reefs attract tourists, and they play a vital role in preserving biodiversity, ceasing coastal erosion, and promoting business trade. However, they are declining because of over-exploitation, damaging fishery, marine pollution, and global climate changes. Also, coral reefs help treat human immune-deficiency virus (HIV), heart disease, and coastal erosion. The corals of Australiaâ€™s great barrier reef have started bleaching due to the ocean acidification, and global warming, which is an alarming threat to the earthâ€™s ecosystem. Many techniques have been developed to address such issues. However, each method has a limitation due to the low resolution of images, diverse weather conditions, etc. In this paper, we propose a bag of features (BoF) based approach that can detect and localize the bleached corals before the safety measures are applied. The dataset contains images of bleached and unbleached corals, and various kernels are used to support the vector machine so that extracted features can be classified. The accuracy of handcrafted descriptors and deep convolutional neural networks is analyzed and provided in detail with comparison to the current method. Various handcrafted descriptors like local binary pattern, a histogram of an oriented gradient, locally encoded transform feature histogram, gray level co-occurrence matrix, and completed joint scale local binary pattern are used for feature extraction. Specific deep convolutional neural networks such as AlexNet, GoogLeNet, VGG-19, ResNet-50, Inception v3, and CoralNet are being used for feature extraction. From experimental analysis and results, the proposed technique outperforms in comparison to the current state-of-the-art methods. The proposed technique achieves 99.08% accuracy with a classification error of 0.92%. A novel bleached coral positioning algorithm is also proposed to locate bleached corals in the coral reef images.",CoralNet; support vector machine (SVM); bleached corals; feature extraction; coastal erosion; marine safety
https://doi.org/10.1016/j.cmpbup.2020.100001,https://www.sciencedirect.com/science/article/pii/S266699002030001X,Alaa A. Abd-alrazaq and Mohannad Alajlani and Dari Alhuwail and Aiman Erbad and Anna Giannicchi and Zubair Shah and Mounir Hamdi and Mowafa Househ,2021,Blockchain technologies to mitigate COVID-19 challenges: A scoping review,article,Computer Methods and Programs in Biomedicine Update,ScienceDirect,"Background: As public health strategists and policymakers explore different approaches to lessen the devastating effects of novel coronavirus disease (COVID-19), blockchain technology has emerged as a resource that can be utilized in numerous ways. Many blockchain technologies have been proposed or implemented during the COVID-19 pandemic; however, to the best of our knowledge, no comprehensive reviews have been conducted to uncover and summarise the main feature of these technologies. Objective: This study aims to explore proposed or implemented blockchain technologies used to mitigate the COVID-19 challenges as reported in the literature. Methods: We conducted a scoping review in line with guidelines of PRISMA Extension for Scoping Reviews (PRISMA-ScR). To identify relevant studies, we searched 11 bibliographic databases (e.g., EMBASE and MEDLINE) and conducted backward and forward reference list checking of the included studies and relevant reviews. The study selection and data extraction were conducted by 2 reviewers independently. Data extracted from the included studies was narratively summarised and described. Results: 19 of 225 retrieved studies met eligibility criteria in this review. The included studies reported 10 used cases of blockchain to mitigate COVID-19 challenges; the most prominent use cases were contact tracing and immunity passports. While the blockchain technology was developed in 10 studies, its use was proposed in the remaining 9 studies. The public blockchain technology was the most commonly utilized type in the included studies. All together, 8 different consensus mechanisms were used in the included studies. Out of 10 studies that identified the used platform, 9 studies used Ethereum to run the blockchain. Solidity was the most prominent programming language used in developing blockchain technology in the included studies. The transaction cost was reported in only 4 of the included studies and varied between USD 10−10 and USD 5. The expected latency and expected scalability were not identified in the included studies. Conclusion: Blockchain technologies are expected to play an integral role in the fight against the COVID-19 pandemic. Many possible applications of blockchain were found in this review; however, most of them are not mature enough to reveal their expected impact in the fight against COVID-19. We encourage governments, health authorities, and policymakers to consider all blockchain applications suggested in the current review to combat COVID-19 challenges. There is a pressing need to empirically examine how effective blockchain technologies are in mitigating COVID-19 challenges. Further studies are required to assess the performance of blockchain technologies’ fight against COVID-19 in terms of transaction cost, scalability, and/or latency when using different consensus algorithms, platforms, and access types.",Blockchain; Novel coronavirus; COVID-19; 2019-nCov; SARS-CoV-2
10.1109/MNET.011.2000439,10.1109/MNET.011.2000439,"Gupta, Rajesh and Kumari, Aparna and Tanwar, Sudeep and Kumar, Neeraj",2021,Blockchain-Envisioned Softwarized Multi-Swarming UAVs to Tackle COVID-I9 Situations,article,IEEE Network,IEEE,"With the spread of novel coronavirus, global health concerns have increased as it has flattened the curve of mortality worldwide. To handle such a containment of disease, multi-swarm Unmanned Aerial Vehicles (UAVs) with 5G can be used to reduce human intervention with major benefits of high bandwidth, ultra-low-latency, and reliability. Multi-swarm UAVs sends a huge amount of data to ground stations with real-time connection density of 107/km2, which is a bottleneck on 5G networks; data security is another issue in sharing sensitive data. Motivated by these issues, in this article, we propose a blockchain-envisioned softwarized multi-swarming UAV communication scheme based on a 6G network with intelligent connectivity, Terahertz (THz) frequency bands, and virtualization of link and physical-level protocols. Softwarization makes the communication infrastructure flexible, agile, and easily configurable, and the potential of blockchain supports data security. Results show that the proposed scheme performs better in terms of processing delay, packet loss reduction, and throughput compared to exiting 4G/5G-based systems.",Security;Monitoring;Biomedical monitoring;Medical services;Communication channels;Wireless communication;Temperature measurement
https://doi.org/10.1016/j.jbi.2021.103787,https://www.sciencedirect.com/science/article/pii/S1532046421001167,Mervin Joe Thomas and Vishnu Lal and Ajith Kurian Baby and Muhammad {Rabeeh VP} and Alosh James and Arun K. Raj,2021,Can technological advancements help to alleviate COVID-19 pandemic? a review,article,Journal of Biomedical Informatics,ScienceDirect,"The COVID-19 pandemic is continuing, and the innovative and efficient contributions of the emerging modern technologies to the pandemic responses are too early and cannot be completely quantified at this moment. Digital technologies are not a final solution but are the tools that facilitate a quick and effective pandemic response. In accordance, mobile applications, robots and drones, social media platforms (such as search engines, Twitter, and Facebook), television, and associated technologies deployed in tackling the COVID-19 (SARS-CoV-2) outbreak are discussed adequately, emphasizing the current-state-of-art. A collective discussion on reported literature, press releases, and organizational claims are reviewed. This review addresses and highlights how these effective modern technological solutions can aid in healthcare (involving contact tracing, real-time isolation monitoring/screening, disinfection, quarantine enforcement, syndromic surveillance, and mental health), communication (involving remote assistance, information sharing, and communication support), logistics, tourism, and hospitality. The study discusses the benefits of these digital technologies in curtailing the pandemic and ‘how’ the different sectors adapted to these in a shorter period. Social media and television’s role in ensuring global connectivity and serving as a common platform to share authentic information among the general public were summarized. The World Health Organization and Governments’ role globally in-line with the prevention of propagation of false news, spreading awareness, and diminishing the severity of the COVID-19 was discussed. Furthermore, this collective review is helpful to investigators, health departments, Government organizations, and policymakers alike to facilitate a quick and effective pandemic response.",Healthcare; Disinfection; Real-time monitoring; SARS-CoV-2; Technology
https://doi.org/10.1016/j.matpr.2021.01.480,https://www.sciencedirect.com/science/article/pii/S221478532100571X,Deepthi Godavarthi and Mary Sowjanya A,2021,Classification of covid related articles using machine learning,article,Materials Today: Proceedings,ScienceDirect,"Covid 19 pandemic has placed the entire world in a precarious condition. Earlier it was a serious issue in china whereas now it is being witnessed by citizens all over the world. Scientists are working hard to find treatment and vaccines for the coronavirus, also termed as covid. With the growing literature, it has become a major challenge for the medical community to find answers to questions related to covid-19. We have proposed a machine learning-based system that uses text classification applications of NLP to extract information from the scientific literature. Classification of large textual data makes the searching process easier thus useful for scientists. The main aim of our system is to classify the abstracts related to covid with their respective journals so that a researcher can refer to articles of his interest from the required journals instead of searching all the articles. In this paper, we describe our methodology needed to build such a system. Our system experiments on the COVID-19 open research dataset and the performance is evaluated using classifiers like KNN, MLP, etc. An explainer was also built using XGBoost to show the model predictions.",COVID-19; Text classification; KNN; MLP; XGBoost; Explainability
10.3390/diagnostics11071155,https://www.mdpi.com/2075-4418/11/7/1155,"El-Rashidy, Nora and Abdelrazik, Samir and Abuhmed, Tamer and Amer, Eslam and Ali, Farman and Hu, Jong-Wan and El-Sappagh, Shaker",2021,Comprehensive Survey of Using Machine Learning in the COVID-19 Pandemic,article,Diagnostics,MDPI,"Since December 2019, the global health population has faced the rapid spreading of coronavirus disease (COVID-19). With the incremental acceleration of the number of infected cases, the World Health Organization (WHO) has reported COVID-19 as an epidemic that puts a heavy burden on healthcare sectors in almost every country. The potential of artificial intelligence (AI) in this context is difficult to ignore. AI companies have been racing to develop innovative tools that contribute to arm the world against this pandemic and minimize the disruption that it may cause. The main objective of this study is to survey the decisive role of AI as a technology used to fight against the COVID-19 pandemic. Five significant applications of AI for COVID-19 were found, including (1) COVID-19 diagnosis using various data types (e.g., images, sound, and text); (2) estimation of the possible future spread of the disease based on the current confirmed cases; (3) association between COVID-19 infection and patient characteristics; (4) vaccine development and drug interaction; and (5) development of supporting applications. This study also introduces a comparison between current COVID-19 datasets. Based on the limitations of the current literature, this review highlights the open research challenges that could inspire the future application of AI in COVID-19.",artificial intelligence; deep learning; COVID_19
https://doi.org/10.1016/j.treng.2021.100072,https://www.sciencedirect.com/science/article/pii/S2666691X21000282,Muhammad Shahroz and Farooq Ahmad and Muhammad Shahzad Younis and Nadeem Ahmad and Maged N. {Kamel Boulos} and Ricardo Vinuesa and Junaid Qadir,2021,COVID-19 digital contact tracing applications and techniques: A review post initial deployments,article,Transportation Engineering,ScienceDirect,"The coronavirus disease 2019 (COVID-19) is a severe global pandemic that has claimed millions of lives and continues to overwhelm public health systems in many countries. The spread of COVID-19 pandemic has negatively impacted the human mobility patterns such as daily transportation-related behavior of the public. There is a requirement to understand the disease spread patterns and its routes among neighboring individuals for the timely implementation of corrective measures at the required placement. To increase the effectiveness of contact tracing, countries across the globe are leveraging advancements in mobile technology and Internet of Things (IoT) to aid traditional manual contact tracing to track individuals who have come in close contact with identified COVID-19 patients. Even as the first administration of vaccines begins in 2021, the COVID-19 management strategy will continue to be multi-pronged for the foreseeable future with digital contact tracing being a vital component of the response along with the use of preventive measures such as social distancing and the use of face masks. After some months of deployment of digital contact tracing technology, deeper insights into the merits of various approaches and the usability, privacy, and ethical trade-offs involved are emerging. In this paper, we provide a comprehensive analysis of digital contact tracing solutions in terms of their methodologies and technologies in the light of the new data emerging about international experiences of deployments of digital contact tracing technology. We also provide a discussion on open challenges such as scalability, privacy, adaptability and highlight promising directions for future work.",App; Contact tracing; COVID-19; Data protection; Internet of things; Privacy
https://doi.org/10.1016/j.scs.2020.102589,https://www.sciencedirect.com/science/article/pii/S2210670720308076,Sweta Bhattacharya and Praveen Kumar {Reddy Maddikunta} and Quoc-Viet Pham and Thippa Reddy Gadekallu and Siva Rama {Krishnan S} and Chiranji Lal Chowdhary and Mamoun Alazab and Md. {Jalil Piran},2021,Deep learning and medical image processing for coronavirus (COVID-19) pandemic: A survey,article,Sustainable Cities and Society,ScienceDirect,"Since December 2019, the coronavirus disease (COVID-19) outbreak has caused many death cases and affected all sectors of human life. With gradual progression of time, COVID-19 was declared by the world health organization (WHO) as an outbreak, which has imposed a heavy burden on almost all countries, especially ones with weaker health systems and ones with slow responses. In the field of healthcare, deep learning has been implemented in many applications, e.g., diabetic retinopathy detection, lung nodule classification, fetal localization, and thyroid diagnosis. Numerous sources of medical images (e.g., X-ray, CT, and MRI) make deep learning a great technique to combat the COVID-19 outbreak. Motivated by this fact, a large number of research works have been proposed and developed for the initial months of 2020. In this paper, we first focus on summarizing the state-of-the-art research works related to deep learning applications for COVID-19 medical image processing. Then, we provide an overview of deep learning and its applications to healthcare found in the last decade. Next, three use cases in China, Korea, and Canada are also presented to show deep learning applications for COVID-19 medical image processing. Finally, we discuss several challenges and issues related to deep learning implementations for COVID-19 medical image processing, which are expected to drive further studies in controlling the outbreak and controlling the crisis, which results in smart healthy cities.",Artificial intelligence (AI); Big data; Coronavirus pandemic; COVID-19; Epidemic outbreak; Deep learning; Medical image processing
10.1109/ACCESS.2021.3060323,10.1109/ACCESS.2021.3060323,"Hajiakhondi-Meybodi, Zohreh and Mohammadi, Arash and Abouei, Jamshid",2021,Deep Reinforcement Learning for Trustworthy and Time-Varying Connection Scheduling in a Coupled UAV-Based Femtocaching Architecture,article,IEEE Access,IEEE,"The paper is motivated by the urgent need, imposed by the COVID-19 pandemic, for trustworthy access to secure communication systems with the highest achievable availability and minimum latency. In this regard, we focus on an ultra-dense wireless network consisting of Femto Access Points (FAPs) and Unmanned Aerial Vehicles (UAVs), known as caching nodes, where there are more than one possible caching node to handle user's request. To efficiently cope with the dynamic topology of wireless networks and time-varying behavior of ground users, our focus is to develop an efficient connection scheduling framework, where ground users are autonomously trained to determine the optimal caching node, i.e., UAV or FAP. Our aim is to minimize users' access delay by maintaining a trade-off between the energy consumption of UAVs and the occurrence of handovers. To achieve these objectives, we formulate a multi-objective optimization problem and propose the Convolutional Neural Network (CNN) and Q-Network-based Connection Scheduling (CQN-CS) framework. More specifically, to solve the constructed multi-objective connection scheduling problem, a deep Q-Network model is developed as an efficient Reinforcement Learning (RL) approach to train ground users to handle their requests in an optimal and trustworthy fashion within the coupled UAV-based femtocaching network. The effectiveness of the proposed CQN-CS framework is evaluated in terms of the cache-hit ratio, user's access delay, energy consumption of UAVs, handover, lifetime of the network, and cumulative rewards. Based on the simulation results, the proposed CQN-CS framework illustrates significant performance improvements in companion to Q-learning and Deep Q-Network (DQN) schemes across all the aforementioned aspects.",Delays;Handover;Energy consumption;Wireless networks;Quality of service;Unmanned aerial vehicles;Job shop scheduling;Caching;cache-hit-ratio;connection scheduling;femtocaching;femto access point (FAP);reinforcement learning;unmanned aerial vehicle (UAV)
https://doi.org/10.1016/j.compag.2021.106298,https://www.sciencedirect.com/science/article/pii/S016816992100315X,Érika Akemi Saito Moriya and Nilton Nobuhiro Imai and Antonio Maria Garcia Tommaselli and Adilson Berveglieri and Guilherme Henrique Santos and Márcio Augusto Soares and Marcelo Marino and Thiago Tiedtke Reis,2021,Detection and mapping of trees infected with citrus gummosis using UAV hyperspectral data,article,Computers and Electronics in Agriculture,ScienceDirect,"Monitoring citrus diseases and pests in early stages is fundamental to ensure the efficiency of phytosanitary control and plant health. The various diseases caused by fungi, bacteria, viruses, and pests limit citrus production. Citrus gummosis disease, caused by the fungus Phytophthora spp., is the main fungal disease of citrus in Brazil. The lesions caused to the trunk and roots by Phytophthora spp. lead losses in production, foot and root rot, brown fruit rot, canopy discoloration and leaf yellowing. Remote sensing is a nondestructive detection technology, that has been used to detect phytosanitary problems in agricultural crops. Multi and hyperspectral sensors on board unmanned aerial vehicles (UAVs) have been extensively applied in agriculture. In this study, the capability for the detection of citrus gummosis was evaluated in two data sets. The first one considered hyperspectral images acquired with a 25 band sensor covering a spectral range from 500 nm to 840 nm, and the second data set was a simulated 3 band of multispectral sensor. The results indicated a better performance for the detection of citrus gummosis with the hyperspectral images than with three bands multispectral images. The high dimensionality of the hyperspectral data and the detailed spectral information allowed a more accurate classification of citrus gummosis infected plants. The classification maps were validated with field data and achieved an accuracy of 0.79 (F-score = 0.55) for the health map produced with multispectral data and an accuracy of 0.94 (F-score = 0.85) for the health map produced by the hyperspectral data.",Citrus gummosis; Remote sensing; Precision agriculture; Health map
10.3390/ijerph19010437,https://www.mdpi.com/1660-4601/19/1/437,"Szurgacz, Dawid and Zhironkin, Sergey and PokornÃ½, JiÅ™Ã­ and Spearing, A. J. S. (Sam) and VÃ¶th, Stefan and CehlÃ¡r, Michal and Kowalewska, Izabela",2022,Development of an Active Training Method for Belt Conveyor,article,International Journal of Environmental Research and Public Health,MDPI,"The global situation related to the COVID-19 pandemic has forced employers to find an adequate way to conduct training in order to ensure work safety. The underground mining industry is one of the industries which, due to its nature, was not able to switch to remote work. Conducting traditional training risked spreading the virus among workers. For this purpose, it was necessary to start a search for a form of training that would be safe and would not cause additional stress for employees. Research on the development of an active employee training method and testing of the method itself was conducted online. In order to develop a method of active training, one of the most important workstations was selected, which is the operation of the conveyor belt. The training method comprises four training modules. The modules cover questions related to the operation of the conveyor belt, emergencies, its assembly and disassembly, repair and maintenance. The developed issues also take into account questions concerning natural hazards and work safety. The entire training course lasts 10 days. Every day, an employee receives a set of eight questions sent to their email address, which they must answer before starting work. The article describes the methodology and implementation of the training.",occupational stress; work safety; human factor; active training method; underground mining
10.1109/IGARSS.2019.8897854,10.1109/IGARSS.2019.8897854,"Delgado, Cristhian and Benitez, Hernan and Cruz, Maribel and Selvaraj, Michael",2019,Digital Disease Phenotyping,inproceedings,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,IEEE,"Precise and rapid methods of plant disease detection and evaluation are key factors to accelerate resistant variety development in the rice breeding program. Conventional methods for the disease detection and evaluation is mainly carried out using standard visual estimation by trained experts which is slow and prone to high level of subjectivity. Rigorous research has recently recognized innovative, sensor-based methods for the detection and evaluation of plant diseases. Among different type of sensors, aerial multispectral imaging provides a fast and nondestructive way of scanning plants in diseased regions and has been used by various researchers to classify symptom levels on the spectral profile of a plant. In this paper, we developed machine learning models to classify rice breeding lines infected by rice Hoja Blanca virus (RHBV) using multispectral images collected from UAV (unmanned aerial vehicle). Our results revealed that, the Support Vector Machine (SVM) and Random Forest (RF) methods were not significantly different in their ability to separate susceptible from non-susceptible classes, but SVM best classifiers showed a better sensitivity rates 0.74 (SVM) versus 0.71 (RF). The tool developed from this study will allow rice breeders to characterize Hoja Blanca virus resistant varieties considerably earlier, and subsequent in reduced costs.",Calibration;Diseases;Cameras;Feature extraction;Unmanned aerial vehicles;Immune system;Viruses (medical);Machine Learning (ML);Unmaned Aerial Vehicle (UAV);Rice Hoja Blanca Virus (RHBV);Hight Troughtput Phenotyping (HTP)
10.1109/JIOT.2020.3044966,10.1109/JIOT.2020.3044966,"Chamola, Vinay and Hassija, Vikas and Gupta, Sakshi and Goyal, Adit and Guizani, Mohsen and Sikdar, Biplab",2021,Disaster and Pandemic Management Using Machine Learning: A Survey,article,IEEE Internet of Things Journal,IEEE,"This article provides a literature review of state-of-the-art machine learning (ML) algorithms for disaster and pandemic management. Most nations are concerned about disasters and pandemics, which, in general, are highly unlikely events. To date, various technologies, such as IoT, object sensing, UAV, 5G, and cellular networks, smartphone-based system, and satellite-based systems have been used for disaster and pandemic management. ML algorithms can handle multidimensional, large volumes of data that occur naturally in environments related to disaster and pandemic management and are particularly well suited for important related tasks, such as recognition and classification. ML algorithms are useful for predicting disasters and assisting in disaster management tasks, such as determining crowd evacuation routes, analyzing social media posts, and handling the post-disaster situation. ML algorithms also find great application in pandemic management scenarios, such as predicting pandemics, monitoring pandemic spread, disease diagnosis, etc. This article first presents a tutorial on ML algorithms. It then presents a detailed review of several ML algorithms and how we can combine these algorithms with other technologies to address disaster and pandemic management. It also discusses various challenges, open issues and, directions for future research.",Pandemics;Prediction algorithms;Machine learning algorithms;Machine learning;Internet of Things;COVID-19;Disaster management;Crowd evacuation;disaster management;healthcare;machine learning (ML);pandemic management;social distancing
10.3390/drones6010015,https://www.mdpi.com/2504-446X/6/1/15,"RestÃ¡s, Ãgoston",2022,Drone Applications Fighting COVID-19 Pandemic&mdash;Towards Good Practices,article,Drones,MDPI,"Of the recent epidemics, the impact of the COVID-19 pandemic has been particularly severe, not only putting our health at risk, but also negatively affecting our daily lives. As there are no developed algorithms for the use of drones in epidemiological situations, it is ideal to analyze the experience gained on drones so far and outline the effective methods for future good practice. The author relies on a method of analyzing widely available open information, such as images and videos available on the Internet, reports from drone users, announcements by drone manufacturers and the contents of newspaper articles. Furthermore, the author has relied on the results of the relevant literature, as well as previous experience as a drone user and fire commander. The study reveals numerous possibilities associated with drone usage in epidemic related situations, but previous applications are based on previous experience gained during a non-epidemic situation, without developed algorithms. Applications can be divided into different types of groups: drones can collect data for management and provide information to the public, perform general or special logistical tasks to support health care and disinfect to reduce the risk of spreading the epidemic.",drone; COVID-19; area surveillance; thermal camera; loudspeaker; disinfection
10.3390/s21030742,https://www.mdpi.com/1424-8220/21/3/742,"Nguyen, Canh and Sagan, Vasit and Maimaitiyiming, Matthew and Maimaitijiang, Maitiniyazi and Bhadra, Sourav and Kwasniewski, Misha T.",2021,Early Detection of Plant Viral Disease Using Hyperspectral Imaging and Deep Learning,article,Sensors,MDPI,"Early detection of grapevine viral diseases is critical for early interventions in order to prevent the disease from spreading to the entire vineyard. Hyperspectral remote sensing can potentially detect and quantify viral diseases in a nondestructive manner. This study utilized hyperspectral imagery at the plant level to identify and classify grapevines inoculated with the newly discovered DNA virus grapevine vein-clearing virus (GVCV) at the early asymptomatic stages. An experiment was set up at a test site at South Farm Research Center, Columbia, MO, USA (38.92 N, &minus;92.28 W), with two grapevine groups, namely healthy and GVCV-infected, while other conditions were controlled. Images of each vine were captured by a SPECIM IQ 400&ndash;1000 nm hyperspectral sensor (Oulu, Finland). Hyperspectral images were calibrated and preprocessed to retain only grapevine pixels. A statistical approach was employed to discriminate two reflectance spectra patterns between healthy and GVCV vines. Disease-centric vegetation indices (VIs) were established and explored in terms of their importance to the classification power. Pixel-wise (spectral features) classification was performed in parallel with image-wise (joint spatial&ndash;spectral features) classification within a framework involving deep learning architectures and traditional machine learning. The results showed that: (1) the discriminative wavelength regions included the 900&ndash;940 nm range in the near-infrared (NIR) region in vines 30 days after sowing (DAS) and the entire visual (VIS) region of 400&ndash;700 nm in vines 90 DAS; (2) the normalized pheophytization index (NPQI), fluorescence ratio index 1 (FRI1), plant senescence reflectance index (PSRI), anthocyanin index (AntGitelson), and water stress and canopy temperature (WSCT) measures were the most discriminative indices; (3) the support vector machine (SVM) was effective in VI-wise classification with smaller feature spaces, while the RF classifier performed better in pixel-wise and image-wise classification with larger feature spaces; and (4) the automated 3D convolutional neural network (3D-CNN) feature extractor provided promising results over the 2D convolutional neural network (2D-CNN) in learning features from hyperspectral data cubes with a limited number of samples.",plant disease; spectral statistics; machine learning; 2D-CNN; 3D-CNN; grapevine vein-clearing virus (GVCV)
