doi,url,author,year,title,articleType,sourceTitle,base,abstract,keywords
10.1145/3439231.3439257,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3439231.3439257,"AlarconLourdes Alarcon, Rodrigo and Moreno, Lourdes and Mart\'{\i}nez, Paloma",2020,Word-Sense Disambiguation System for Text Readability,inproceedings,9th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-Exclusion,ACM,"People with cognitive, language and learning disabilities face accessibility barriers when reading texts with complex or specialized words. In order for these needs to be addressed, and in accordance with accessibility guidelines, it is beneficial to provide the definitions of complex words to the user. In this sense, human language can, at times, be ambiguous, and many words may be interpreted in multiple ways depending on the context. To offer a correct definition, it is often necessary to carry out Word Sense Disambiguation. In this paper, a system that is based on Natural Language Processing and Language Resources in the field of easy reading to provide a contextualized definition for a complex word is presented. An expert linguistic, specialized in easy reading and plain language, has evaluated the Word Sense Disambiguation system. This research work is part of the EASIER project that offers an accessible platform to provide users with the easiest possible Spanish text to understand and read.",Web accessibility; Readability; Cognitive disabilities; Word-sense disambiguation; Tool; WCAG; Natural Language Processing
10.5555/2390948.2390954,https://dl.acm.org/doi/10.5555/2390948.2390954,"Hong, Kai and Kohler, Christian G. and March, Mary E. and Parker, Amber A. and Nenkova, Ani",2012,Lexical Differences in Autobiographical Narratives from Schizophrenic Patients and Healthy Controls,inproceedings,Proceedings of the 2012 Joint Conference on Empirical Methods in Natural Language Processing and Computational Natural Language Learning,ACM,We present a system for automatic identification of schizophrenic patients and healthy controls based on narratives the subjects recounted about emotional experiences in their own life. The focus of the study is to identify the lexical features that distinguish the two populations. We report the results of feature selection experiments that demonstrate that the classifier can achieve accuracy on patient level prediction as high as 76.9% with only a small set of features. We provide an in-depth discussion of the lexical features that distinguish the two groups and the unexpected relationship between emotion types of the narratives and the accuracy of patient status prediction.,
10.1145/2829875.2829927,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/2829875.2829927,"Moreno, Lourdes and Mart\'{\i}nez, Paloma and Segura-Bedmar, Isabel and Revert, Ricardo",2015,Exploring Language Technologies to Provide Support to WCAG 2.0 and E2R Guidelines,inproceedings,Proceedings of the XVI International Conference on Human Computer Interaction,ACM,"Part of citizenship faces accessibility barriers when they read and understand texts containing long sentences, unusual words, complex linguistic structures, etc. Readability and understanding should be considered when texts are created. In order to make online texts more accessible, there are initiatives as Easy-to-Read (E2R) and Web Content Accessibility Guidelines (WCAG) 2.0, however they do not cover every need that arises in this regard. In addition to accessibility guidelines and E2R rules, technology supporting the authorship of texts is required because the transformation of a text to an easier text to read and understandable is impossible. As a solution to the need to have (semi)automatic support to comply with accessibility and E2R guidelines, the application of Natural Language Processing (NLP) resources and methods is proposed. In this paper, E2R guidelines are introduced and a subset of WCAG guidelines regarding readability and understanding has been obtained. In addition, a review on NLP technology concerning accessibility is given. To illustrate this proposal for improving accessibility using PLN approaches, a use case for simplifying drug package leaflets in Spanish is introduced.",Lexical Simplification; Text Simplification; Easy-to-Read; disability; Natural Language Processing; Web accessibility
10.1145/2818346.2823292,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/2818346.2823292,"Milota, Andre D.",2015,The Application of Word Processor UI Paradigms to Audio and Animation Editing,inproceedings,Proceedings of the 2015 ACM on International Conference on Multimodal Interaction,ACM,"This demonstration showcases Quixotic, an audio editor, and Quintessence, an animation editor. Both appropriate many of the interaction techniques found in word processors, and allow users to more quickly create time-variant media. Our different approach to the interface aims to make recorded speech and simple animation into media that can be efficiently used for one-to-one asynchronous communications, quick note taking and documentation, as well as for idea refinement.",audio editing; word processing; animation
10.1145/2531602.2531668,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/2531602.2531668,"Hwang, Inseok and Yoo, Chungkuk and Hwang, Chanyou and Yim, Dongsun and Lee, Youngki and Min, Chulhong and Kim, John and Song, Junehwa",2014,TalkBetter: Family-Driven Mobile Intervention Care for Children with Language Delay,inproceedings,Proceedings of the 17th ACM Conference on Computer Supported Cooperative Work &amp; Social Computing,ACM,"Language delay is a developmental problem of children who do not acquire language as expected for their chronological ages. Without timely intervention, language delay can act as a lifelong risk factor. Speech-language pathologists highlight that effective parent participation in everyday parent-child conversation is important to treat children's language delay. For effective roles, however, parents need to alter their own lifelong-established conversation habits, requiring extensive period of conscious effort and staying alert. In this paper, we present new opportunities for mobile and social computing to reinforce everyday parent-child conversation with therapeutic implications for children with language delays. Specifically, we propose TalkBetter, a mobile in-situ intervention service to help parents in daily parent-child conversation through real-time meta-linguistic analysis of ongoing conversations. Through extensive field studies with speech-language pathologists and parents, we report the multilateral motivations and implications of TalkBetter. We present our development of TalkBetter prototype and report its performance evaluation.",parent; language delay; children; smartphone; mobile; in-situ intervention; everyday life; speech-language pathology; turn-taking; conversation
10.5555/2140499.2140509,https://dl.acm.org/doi/10.5555/2140499.2140509,"Kurian, Anila Susan and Narayan, Badri and Madasamy, Nagarajan and Bellur, Ashwin and Krishnan, Raghava and Kasthuri, G. and Vinodh, M. V. and Murthy, Hema A. and Prahallad, Kishore",2011,Indian Language Screen Readers and Syllable Based Festival Text-to-Speech Synthesis System,inproceedings,Proceedings of the Second Workshop on Speech and Language Processing for Assistive Technologies,ACM,"This paper describes the integration of commonly used screen readers, namely, NVDA [NVDA 2011] and ORCA [ORCA 2011] with Text to Speech (TTS) systems for Indian languages. A participatory design approach was followed in the development of the integrated system to ensure that the expectations of visually challenged people are met. Given that India is a multilingual country (22 official languages), a uniform framework for an integrated text-to-speech synthesis systems with screen readers across six Indian languages are developed, which can be easily extended to other languages as well. Since Indian languages are syllable centred, syllable-based concatenative speech synthesizers are built.This paper describes the development and evaluation of syllable-based Indian language Text-To-Speech (TTS) synthesis system (around festival TTS) with ORCA and NVDA, for Linux and Windows environments respectively. TTS systems for six Indian Languages, namely, Hindi, Tamil, Marathi, Bengali, Malayalam and Telugu were built. Usability studies of the screen readers were performed. The system usability was evaluated by a group of visually challenged people based on a questionnaire provided to them. And a Mean Opinion Score(MoS) of 62.27% was achieved.",
10.1145/3392063.3394409,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3392063.3394409,"Fan, Min and Antle, Alissa N.",2020,An English Language Learning Study with Rural Chinese Children Using an Augmented Reality App,inproceedings,Proceedings of the Interaction Design and Children Conference,ACM,"Augmented reality (AR) apps have the potential to support early English learning for children. However, few studies have investigated how children from rural low socio-economic status (SES) schools, who learn English as a foreign language (EFL) used and perceived an AR app in language learning. In this paper, we present an exploratory case study of 11 EFL children and four school teachers from a Chinese rural county who used an AR app (called AR PhonoBlocks), for one week. The goal of the app is to support children to learn the alphabetic principle of English. The key features are overlaid dynamic colour cues on 3D physical letters. We present the results including themes related to children's interactional behaviours and motivations, and rural teachers' feedback on the opportunities and concerns around using an AR app in a rural school context. We suggest design implications and future research directions for designing AR apps to support EFL children from low SES schools in early English learning.",augmented reality; school; children; phonological awareness; english language learning; developing country
10.5555/2390344.2390348,https://dl.acm.org/doi/abs/10.5555/2390344.2390348,"Albert, Aviad and MacWhinney, Brian and Nir, Bracha and Wintner, Shuly",2012,A Morphologically Annotated Hebrew CHILDES Corpus,inproceedings,Proceedings of the Workshop on Computational Models of Language Acquisition and Loss,ACM,"We present a corpus of transcribed spoken Hebrew that reflects spoken interactions between children and adults. The corpus is an integral part of the CHILDES database, which distributes similar corpora for over 25 languages. We introduce a dedicated transcription scheme for the spoken Hebrew data that is sensitive to both the phonology and the standard orthography of the language. We also introduce a morphological analyzer that was specifically developed for this corpus. The analyzer adequately covers the entire corpus, producing detailed correct analyses for all tokens. Evaluation on a new corpus reveals high coverage as well. Finally, we describe a morphological disambiguation module that selects the correct analysis of each token in context. The result is a high-quality morphologically-annotated CHILDES corpus of Hebrew, along with a set of tools that can be applied to new corpora.",
10.5555/2140499.2140519,https://dl.acm.org/doi/abs/10.5555/2140499.2140519,"Junior, Arnaldo Candido and Copestake, Ann and Specia, Lucia and Alu\'{\i}sio, Sandra Maria",2011,Towards an On-Demand Simple Portuguese Wikipedia,inproceedings,Proceedings of the Second Workshop on Speech and Language Processing for Assistive Technologies,ACM,"The Simple English Wikipedia provides a simplified version of Wikipedia's English articles for readers with special needs. However, there are fewer efforts to make information in Wikipedia in other languages accessible to a large audience. This work proposes the use of a syntactic simplification engine with high precision rules to automatically generate a Simple Portuguese Wikipedia on demand, based on user interactions with the main Portuguese Wikipedia. Our estimates indicated that a human can simplify about 28,000 occurrences of analysed patterns per million words, while our system can correctly simplify 22,200 occurrences, with estimated f-measure 77.2%.",
10.1145/3173519.3173520,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3173519.3173520,"Zhang, Bo and Robb, Nigel and Goodman, Lizbeth",2017,Emerging Educational Technologies for Cross-Cultural Collaboration: Current Perspectives and Future Directions,inproceedings,Proceedings of the 10th EAI International Conference on Simulation Tools and Techniques,ACM,"Emerging technologies, such as virtual worlds, virtual reality, and augmented reality, may have the potential to facilitate cross-cultural collaboration between students from schools and universities in different countries and cultures. Due to the increase in internationalization in education, the development and implementation of such technologies is now required. However, as yet, the particular challenges and future opportunities associated with the use of such technologies has not been fully investigated. We have conducted interviews with teachers in Ireland and China, to establish their perspectives on the use of of emerging technologies, their current practice, and their future needs and hopes. We found that both teachers had experience with the use of emerging technologies, but only the teacher in China was based in a school which implemented such technologies formally, and this was only in recent years. Novelty was identified as a major reason why students would be expected to embrace emerging technologies in the future. The teacher in China also pointed out potential challenges relating to the availability of high-speed internet in parts of China. We suggest that future research should investigate the perspectives of teachers in Ireland, China, and other countries, on the use of emerging technologies for cross-cultural collaboration, in order to develop a more detailed understanding of the specific needs and challenges such international digital collaboration will bring about.",China; Virtual worlds; Ireland; Virtual reality; Educational technology; Collaborative learning
10.1145/3408877.3432366,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3408877.3432366,"Salac, Jean and Thomas, Cathy and Butler, Chloe and Franklin, Diana",2021,Supporting Diverse Learners in K-8 Computational Thinking with TIPP&amp;SEE,inbook,Proceedings of the 52nd ACM Technical Symposium on Computer Science Education,ACM,"With the growth of Computer Science (CS) and Computational Thinking (CT) instruction in the primary/elementary domain, it is important that such instruction supports diverse learners. Four categories of students -- students in poverty, multi-lingual students, students with disabilities, and students who have below-grade-level proficiency in reading and math, may face academic challenges that can hinder their learning in CS/CT curricula. However, little is known about how to support these students in CS/CT instruction, especially at this young age. TIPP&amp;SEE, a meta-cognitive strategy that scaffolds learning by proceduralizing engagement through example code, may offer some support. A quasi-experimental study revealed that the gaps between students with and without academic challenges narrowed when using the TIPP&amp;SEE strategy, indicating its promise in providing equitable learning opportunities in CS/CT.",learning strategy; computational thinking; Scratch; elementary/primary education
10.5555/2388648.2388649,https://dl.acm.org/doi/10.5555/2388648.2388649,"Leijten, Mari\""{e}lle and Hoste, Veronique and Van Waes, Luuk and Macken, Lieve and Van Horenbeeck, Eric",2012,From Character to Word Level: Enabling the Linguistic Analyses of Inputlog Process Data,inproceedings,Proceedings of the Second Workshop on Computational Linguistics and Writing (CLW 2012): Linguistic and Cognitive Aspects of Document Creation and Document Engineering,ACM,"Keystroke-logging tools are widely used in writing process research. These applications are designed to capture each character and mouse movement as isolated events as an indicator of cognitive processes. The current research project explores the possibilities of aggregating the logged process data from the letter level (keystroke) to the word level by merging them with existing lexica and using NLP tools. Linking writing process data to lexica and using NLP tools enables researchers to analyze the data on a higher, more complex level.In this project the output data of Inputlog are segmented on the sentence level and then tokenized. However, by definition writing process data do not always represent clean and grammatical text. Coping with this problem was one of the main challenges in the current project. Therefore, a parser has been developed that extracts three types of data from the S-notation: word-level revisions, deleted fragments, and the final writing product. The within-word typing errors are identified and excluded from further analyses. At this stage the Inputlog process data are enriched with the following linguistic information: part-of-speech tags, lemmas, chunks, syllable boundaries and word frequencies.",
10.1145/3038912.3052651,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3038912.3052651,"Fourney, Adam and Morris, Meredith Ringel and White, Ryen W.",2017,Web Search as a Linguistic Tool,inproceedings,Proceedings of the 26th International Conference on World Wide Web,ACM,"Many people rely on web search engines to check the spelling or grammatical correctness of input phrases. For example, one might search [recurring or reoccurring] to decide between these similar words. While language-related queries are common, they have low click-through rates, lack a strong intent signal, and are generally challenging to study. Perhaps for these reasons, they have yet to be characterized in the literature. In this paper we report the results of two surveys that investigate how, when, and why people use web search to support low-level, language-related tasks. The first survey was distributed by email, and asked participants to reflect on a recent search task. The second survey was embedded directly in search result pages, and captured information about searchers' intents in-situ. Our analysis confirms that language-related search tasks are indeed common, accounting for at least 2.7% of all queries posed by our respondents. Survey responses also reveal: (1) the range of language-related tasks people perform with search, (2) the contexts in which these tasks arise, and (3), the reasons why people elect to use web search rather than relying on traditional proofing tools (e.g., spelling and grammar checkers).",spelling; language-related queries; web search; grammar
10.1145/3316782.3322746,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3316782.3322746,"Haslwanter, Jean D. Hallewell and Heiml, Michael and Wolfartsberger, Josef",2019,Lost in Translation: Machine Translation and Text-to-Speech in Industry 4.0,inproceedings,Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments,ACM,"Small lot sizes are becoming more common in modern manufacturing. Rather than automate every possible product variant, companies may rely on manual assembly to be more flexible. However, it can be difficult for people to remember the steps for every possible product variant. Assistive systems providing instructions can support workers. In this paper, we present a study investigating whether existing machine translation and text-to-speech engines provide sufficient quality to enable on-the-fly translations to provide assistance to workers in their native languages. The results of our tests indicate that machine translation is not yet sufficient for this application.",manual assembly; MT; text to speech; TTS; assistive systems; computer-assisted instruction; machine translation
10.1145/3284869.3284909,https://doi-org.ez294.periodicos.capes.gov.br/10.1145/3284869.3284909,"Luccio, Flaminia L. and Beltrame, Lisa",2018,Accessible Tourism for Users with Hearing Loss,inproceedings,Proceedings of the 4th EAI International Conference on Smart Objects and Technologies for Social Good,ACM,"Tourism activities should be inclusive to all persons, no matter if they are adults, children, or disabled people. Websites and apps are powerful tools to plan and organize tours and trips, but in order to be targeted to a wide range of users, and to provide an effective and satisfying experience they should be accessible and usable. This paper concentrates on users with hearing loss, and presents some guidelines for the development of accessible and also usable tourism websites for them. It then proposes and discusses the specific case study of an accessible tourism website specifically targeted to users with hearing loss that want to visit the city of Venice, Italy in an enjoyable and inclusive way.",Tourism; Usability; Accessibility
